P[bar],断熱火炎t1[K]
796.01325,2310.6492769541414
797.01325,2310.6562463984365
798.01325,2310.6632047408607
799.01325,2310.6701520129864
800.01325,2310.677088246131
801.01325,2310.684013471459
802.01325,2310.6909277200375
803.01325,2310.69783102289
804.01325,2310.7047234107886
805.01325,2310.711604914465
806.01325,2310.718475564497
807.01325,2310.725335391318
808.01325,2310.732184425226
809.01325,2310.739022696511
810.01325,2310.7458502352806
811.01325,2310.752667071366
812.01325,2310.7594732346647
813.01325,2310.766268754966
814.01325,2310.77305366184
815.01325,2310.779827984787
816.01325,2310.7865917531512
817.01325,2310.7933449962193
818.01325,2310.800087743113
819.01325,2310.8068200228445
820.01325,2310.813541864309
821.01325,2310.820253296337
822.01325,2310.826954347577
823.01325,2310.8336450466445
824.01325,2310.840325421925
825.01325,2310.846995501763
826.01325,2310.8536553144613
827.01325,2310.860304888033
828.01325,2310.8669442505206
829.01325,2310.873573429844
830.01325,2310.8801924537242
831.01325,2310.8868013499205
832.01325,2310.893400145984
833.01325,2310.8999888692674
834.01325,2310.906567547288
835.01325,2310.9131362072403
836.01325,2310.9196948761632
837.01325,2310.9262435811593
838.01325,2310.9327823491813
839.01325,2310.939311207019
840.01325,2310.9458301813834
841.01325,2310.952339298981
842.01325,2310.958838586181
843.01325,2310.9653280695334
844.01325,2310.9718077752127
845.01325,2310.9782777295245
846.01325,2310.984737958543
847.01325,2310.991188488221
848.01325,2310.9976293445884
849.01325,2311.0040605533522
850.01325,2311.0104821402747
851.01325,2311.0168941309
852.01325,2311.023296550768
853.01325,2311.0296894253183
854.01325,2311.0360727798507
855.01325,2311.0424466395593
856.01325,2311.0488110296283
857.01325,2311.0551659750035
858.01325,2311.0615115007
859.01325,2311.067847631485
860.01325,2311.0741743921153
861.01325,2311.080491807286
862.01325,2311.08679990152
863.01325,2311.093098699315
864.01325,2311.099388224991
865.01325,2311.105668502844
866.01325,2311.111939557073
867.01325,2311.1182014117817
868.01325,2311.124454090965
869.01325,2311.130697618544
870.01325,2311.1369320183676
871.01325,2311.1431573141253
872.01325,2311.1493735295053
873.01325,2311.1555806880497
874.01325,2311.1617788132376
875.01325,2311.167967928449
876.01325,2311.174148057031
877.01325,2311.1803192221114
878.01325,2311.1864814468513
879.01325,2311.1926347543513
880.01325,2311.1987791674537
881.01325,2311.204914709153
882.01325,2311.211041402103
883.01325,2311.2171592691
884.01325,2311.223268332736
885.01325,2311.229368615525
886.01325,2311.2354601399365
887.01325,2311.241542928349
888.01325,2311.2476170030423
889.01325,2311.2536823862165
890.01325,2311.2597390999204
891.01325,2311.2657871663478
892.01325,2311.271826607314
893.01325,2311.277857444869
894.01325,2311.283879700649
895.01325,2311.28989339644
896.01325,2311.2958985538803
897.01325,2311.3018951945414
898.01325,2311.3078833399327
899.01325,2311.3138630114263
900.01325,2311.3198342303776
901.01325,2311.325797017977
902.01325,2311.33175139548
903.01325,2311.337697383974
904.01325,2311.3436350044512
905.01325,2311.349564277889
906.01325,2311.355485225134
